930,658
349,810
606,662
1172,684
1111,794
1094,623
1621,683
220,649
714,639
1680,708
643,770
931,658
349,810
607,661
1172,684
1112,794
1095,623
1621,683
221,654
714,639
642,770
1683,707
931,658
348,808
1172,684
607,660
1112,796
1095,623
1621,682
714,639
642,770
218,657
1684,710
931,658
606,658
1172,684
349,810
1113,795
1095,623
1621,684
714,639
642,770
931,659
218,659
606,658
1683,712
1173,683
349,810
1112,795
1095,623
1620,682
714,639
642,771
217,660
606,656
1684,716
931,659
1174,683
348,809
1112,795
1095,623
1620,681
1685,722
714,639
642,771
217,661
605,655
931,659
1174,683
348,810
1112,796
1096,623
1622,683
1687,731
715,639
217,662
642,771
605,655
931,660
1174,683
349,810
1112,795
1095,623
1618,681
715,638
216,663
1691,736
642,770
605,655
1175,684
931,659
349,810
1112,795
1095,623
1622,684
716,637
215,663
642,770
1175,683
605,655
931,659
1694,740
349,811
1113,794
1095,623
1621,683
216,664
717,637
642,770
605,655
1176,684
931,659
1697,738
350,810
1113,795
1094,623
1621,683
717,637
642,770
215,664
605,655
1176,684
931,660
1697,737
349,810
1113,796
1094,624
1620,683
718,638
642,770
215,665
1175,684
1699,735
605,655
931,659
349,809
1112,794
1092,624
1621,683
1701,733
604,654
718,637
1175,684
642,771
215,665
931,659
349,810
1092,624
1114,792
1621,683
1703,729
604,654
1175,684
642,771
720,637
215,666
931,660
350,809
1114,794
1090,624
1621,683
1704,728
603,654
1175,685
642,771
215,666
721,637
931,660
349,810
1114,794
1089,624
1622,682
1705,726
1175,684
641,771
215,665
604,654
721,637
931,659
349,810
1088,624
1114,795
1622,682
1705,725
216,665
1175,685
604,655
641,772
931,661
721,636
350,811
1087,624
1113,796
1620,682
1705,724
217,664
642,772
1175,684
604,655
931,661
723,637
350,811
1086,625
1113,796
1621,683
498,728
219,662
1706,722
641,771
1175,685
604,655
931,661
350,810
1085,625
724,636
1115,796
1620,683
500,718
1706,721
642,771
1175,684
604,655
221,660
931,661
1084,626
351,811
724,636
1115,795
500,718
1622,683
1705,719
1176,684
641,770
603,655
222,656
931,660
725,636
1083,625
351,809
502,721
1114,795
1622,683
1707,720
1177,685
641,770
223,653
603,654
726,637
931,661
350,808
1083,626
502,719
1114,796
1622,681
1708,720
1178,684
641,770
603,655
726,637
224,653
931,660
501,716
351,808
1081,627
1115,795
1622,682
1711,720
1178,684
225,651
641,770
603,654
727,637
931,660
353,807
503,714
1081,626
1114,796
1623,681
1714,722
727,636
1179,684
641,770
601,655
224,651
352,805
930,660
503,713
1078,625
1114,795
1621,682
1715,727
728,636
1180,684
602,655
641,771
226,651
352,801
931,660
504,711
1076,624
1114,795
1620,683
1717,728
641,770
601,654
728,636
1181,684
352,800
227,650
930,660
504,707
1075,624
1113,796
1620,683
1720,737
729,636
641,770
601,655
353,800
1182,684
227,650
931,660
1075,626
506,705
1113,795
1620,683
1727,744
729,635
641,770
227,649
353,800
1073,626
1183,686
601,656
930,660
506,703
1112,795
1621,685
1730,750
730,636
641,770
353,799
228,647
1073,626
601,654
931,659
1184,686
507,704
1113,795
1621,683
731,636
641,771
230,646
355,798
1735,760
1073,627
600,653
931,659
508,702
1184,685
1113,796
1621,681
731,636
641,771
230,646
355,798
1073,627
601,654
931,659
1185,687
1735,762
509,703
1112,796
1621,682
732,636
230,645
641,771
355,797
1072,627
601,654
1738,765
931,660
1185,687
1112,796
509,702
1621,683
732,636
641,771
230,645
356,796
1073,627
600,654
1185,688
932,660
1739,768
509,703
1113,796
1620,682
1721,744
732,635
641,771
230,645
356,796
1073,627
1184,688
932,660
600,654
509,703
1113,796
1743,773
1619,681
733,635
641,771
231,646
356,797
1074,627
1184,690
932,659
600,653
510,703
1113,795
1745,771
1622,683
1728,748
733,635
641,771
230,646
357,796
1183,689
1075,627
598,651
932,659
508,701
1114,792
1748,775
1619,683
733,636
230,646
641,770
357,796
1182,689
598,651
1075,626
932,659
507,700
1112,794
1620,682
1748,777
733,636
1181,690
357,795
231,647
641,771
597,652
1075,625
932,660
506,699
1113,795
1620,684
1752,785
1181,690
733,636
358,796
641,771
230,647
597,652
506,698
1075,625
932,660
1112,795
1620,683
1754,783
1180,691
357,796
734,636
641,771
230,646
596,652
505,699
1076,625
932,660
1112,795
1620,683
1753,778
1180,690
358,794
641,771
230,646
735,638
596,652
504,699
1076,625
932,661
1112,796
1754,777
1619,683
1179,691
641,771
230,646
359,793
735,639
596,651
504,698
1077,626
932,662
1112,795
1620,683
1751,772
1177,691
641,771
359,793
735,640
229,646
596,651
504,700
1076,625
934,664
1112,795
1621,682
1751,771
1176,691
641,771
735,641
360,792
229,647
596,651
503,700
1077,625
934,664
1112,795
1620,680
1754,770
1176,690
360,793
642,772
736,642
229,648
502,696
596,651
934,664
1078,626
1113,795
1620,682
1754,769
1175,690
735,643
641,772
363,793
229,648
501,697
596,652
1078,626
934,664
1756,771
1112,794
1619,682
735,644
363,792
641,771
1174,689
229,649
501,697
597,651
1079,628
935,662
1757,772
1113,794
1618,685
736,644
363,791
641,771
1174,688
229,649
501,696
597,651
935,662
1080,628
1113,795
1757,772
1619,681
736,644
363,790
642,771
229,649
1174,687
499,696
597,651
936,662
1080,627
1757,775
1112,794
1619,681
736,645
642,771
363,789
228,648
500,694
1173,687
597,651
1080,627
935,662
1757,774
1113,795
1619,682
736,645
642,771
363,788
499,694
227,649
935,663
1081,626
1173,688
598,652
1756,774
1114,795
1620,682
735,646
642,771
363,788
226,650
499,693
1081,627
598,652
935,663
1173,687
1756,772
1114,796
1618,682
736,646
642,770
224,653
499,693
364,787
1168,687
1081,627
935,663
598,652
1756,772
1114,795
1619,681
736,646
642,770
363,786
224,655
499,693
1168,686
1081,627
935,663
599,651
1755,773
1115,795
1619,681
736,646
642,770
363,786
500,693
223,660
1167,686
936,664
1081,628
599,652
1113,796
1754,769
1621,680
735,646
222,662
642,770
364,786
1166,686
499,693
1081,628
936,664
600,653
1114,795
1755,772
1619,682
736,646
218,665
641,771
1164,686
363,786
499,693
600,654
1081,627
935,664
1115,795
1753,771
1620,683
736,646
215,665
1163,686
641,771
602,653
363,786
500,693
1081,626
936,663
1114,796
1753,772
1620,682
736,647
641,771
1161,687
602,654
215,667
363,786
499,694
1081,628
935,664
1115,795
1752,770
1621,681
736,647
641,771
603,656
214,666
500,694
363,785
1159,687
1080,627
935,663
1115,796
1753,771
1620,683
735,647
603,656
641,770
1081,627
363,785
215,666
500,695
1156,686
936,663
1751,772
1114,797
1620,684
735,647
642,770
604,657
363,785
1081,627
214,667
502,694
936,663
1753,772
1113,798
1154,685
1619,685
735,647
641,770
604,656
1081,627
364,786
504,694
213,668
936,662
1154,684
1750,772
1111,796
1619,682
735,647
641,770
605,657
1081,628
364,786
505,694
215,670
936,663
1153,684
1748,769
1111,797
1619,681
735,647
642,770
1082,628
605,658
363,785
507,693
212,670
1153,683
936,663
1750,772
1111,797
1620,684
735,647
642,769
1082,629
606,657
364,786
1151,684
211,671
509,692
1749,772
935,664
1113,796
1619,681
735,647
642,768
1083,629
606,657
364,786
1149,683
935,663
212,670
1748,773
510,692
1112,795
1619,682
735,646
642,768
1083,629
1148,683
606,659
364,786
935,663
1748,772
213,673
1113,794
511,693
1621,682
735,647
642,768
1146,684
1083,629
364,786
606,659
936,663
213,673
1743,773
512,692
1113,795
1619,683
736,648
643,767
1083,628
1145,683
364,786
607,659
935,663
512,692
1113,797
212,672
1744,770
1620,681
735,647
643,767
1082,628
364,786
606,659
1144,683
936,664
1114,796
513,691
1742,765
214,675
1619,681
1724,741
735,648
643,767
1082,628
363,787
606,659
1142,683
1740,771
937,662
1114,797
513,692
211,673
1620,680
736,648
643,767
1082,628
363,787
606,658
936,663
1742,770
1141,683
1112,797
212,674
513,691
1620,682
736,647
643,767
1082,628
605,657
363,787
935,663
1742,768
1114,798
1139,683
513,690
216,674
1620,682
736,648
642,766
604,658
363,788
1081,627
935,663
1741,769
1137,683
1114,796
513,690
212,673
1619,682
643,767
736,648
1082,628
364,788
604,657
937,663
1137,684
1743,767
1114,795
211,672
515,694
1619,682
1726,744
642,766
737,649
1082,628
363,787
604,657
937,662
1742,767
1135,684
1115,798
211,674
514,694
1619,681
1725,745
642,766
737,649
604,655
1081,628
363,787
1134,684
937,662
1743,767
211,673
513,692
1114,796
1620,682
1726,745
642,766
737,649
603,656
1132,682
363,787
1082,628
936,662
1744,766
1113,795
214,674
514,692
1620,681
1727,745
642,767
737,649
1131,683
602,656
364,787
1082,628
936,662
1746,767
1112,799
514,692
214,674
1620,681
1728,743
642,766
737,649
603,655
1130,684
363,788
1082,628
936,663
1746,768
1113,798
513,692
212,672
1620,681
641,767
602,653
738,649
363,788
1082,628
1129,683
936,663
1744,767
512,692
1113,797
212,673
1620,681
642,767
602,653
738,650
1082,629
364,787
1128,684
936,663
1746,768
1115,797
512,695
215,675
1622,680
642,767
602,653
738,650
364,787
1082,629
1127,684
936,664
1744,764
509,693
1114,798
213,675
1621,684
1727,742
641,766
602,653
738,650
1083,629
363,788
1127,684
935,663
1746,765
507,694
1113,797
215,674
1620,683
642,766
602,653
738,650
363,789
1083,628
505,694
936,663
1127,685
1745,765
1113,797
214,674
1620,683
642,766
602,652
738,650
362,790
1084,628
504,695
1126,685
935,663
1746,765
214,673
1110,798
1621,683
641,766
602,652
738,650
362,792
1084,628
503,696
1126,686
935,663
1746,765
1111,799
214,674
1621,681
641,766
602,652
738,650
362,792
1086,628
502,696
1126,687
935,663
1747,764
1112,799
214,674
1621,681
641,767
738,651
602,652
360,792
501,694
1087,628
1127,687
935,663
1745,762
216,674
1112,800
1621,681
1728,738
641,767
603,651
738,651
1088,628
499,693
358,790
935,663
1127,687
216,672
1743,757
1113,799
1620,682
641,766
738,650
603,651
498,695
1089,627
1128,687
935,663
361,790
215,674
1111,799
1741,758
1621,681
641,766
738,651
603,651
498,693
1129,688
1090,627
934,662
215,673
364,794
1112,798
1743,757
1621,681
641,767
738,650
603,651
498,694
1091,626
1129,687
934,663
1114,798
214,674
1742,758
367,801
1620,683
1725,737
641,767
738,650
603,651
497,691
1092,626
1130,687
934,663
1741,762
1113,798
215,672
364,796
1621,678
641,767
738,650
603,650
498,691
1132,687
1093,626
934,663
1739,759
214,671
1112,797
1620,682
362,797
641,767
738,650
603,650
497,691
1093,626
934,663
1740,763
1133,688
1112,798
215,673
1620,682
363,798
641,767
738,650
602,650
496,691
934,663
1094,626
1739,765
1112,797
1134,691
212,673
1619,681
362,797
641,767
738,650
602,649
496,690
934,663
1738,762
1095,626
1112,798
1136,695
213,671
1619,682
363,796
641,767
738,650
602,649
496,689
1095,627
934,663
1738,762
1111,797
212,673
1137,699
1620,682
641,767
738,651
601,650
495,688
1096,627
935,663
1111,797
211,672
1737,767
1619,682
1138,701
365,798
641,767
738,650
601,650
494,688
1096,626
934,663
212,672
1111,795
1141,706
1619,683
1736,760
641,766
738,650
600,650
494,686
1097,627
935,663
211,672
1143,708
1112,797
1732,763
1620,683
641,766
739,650
1097,628
494,686
600,650
935,663
211,672
1731,761
1143,712
1110,797
1619,683
641,766
1097,628
738,651
493,686
600,650
935,663
211,673
1113,798
1732,763
1619,683
1145,711
641,765
1098,630
740,651
494,685
600,650
935,664
1112,799
212,670
1730,761
1620,681
641,765
1098,631
739,650
494,684
599,650
934,664
211,671
1113,799
1731,766
1620,680
642,766
1098,633
739,651
494,685
599,650
934,664
210,670
1731,770
1113,799
1620,680
